Id,CreationDate,Score,ViewCount,Tags,AnswerCount,FavoriteCount,AcceptedAnswerId
"77249","2020-07-06 16:14:48","4","527","<regression><xgboost><evaluation><outlier><objective-function>","1","","77283"
"77252","2020-07-06 16:39:23","0","21","<machine-learning><regression><loss-function>","1","",""
"77254","2020-07-06 17:09:50","0","37","<computer-vision><loss-function><multiclass-classification><activation-function><ocr>","0","0",""
"77256","2020-07-06 17:50:31","2","3747","<python><clustering><k-means><gradient-descent><numpy>","1","",""
"77257","2020-07-06 18:00:56","0","49","<bert><transformer>","2","",""
"77259","2020-07-06 18:25:50","3","2755","<python><scikit-learn><gradient-descent><numpy><derivation>","1","1",""
"77262","2020-07-06 20:01:22","3","108","<machine-learning><classification><image-classification><computer-vision><multilabel-classification>","1","",""
"77264","2020-07-06 21:01:23","2","1210","<classification>","2","",""
"77269","2020-07-07 00:47:33","1","41","<time-series><regression><machine-learning-model>","1","1",""
"77270","2020-07-07 01:25:17","0","24","<machine-learning><neural-network>","1","","77274"
"77277","2020-07-07 04:19:38","3","477","<neural-network><time-series><cnn>","1","1",""
"77279","2020-07-07 04:42:17","1","100","<dataset>","0","",""
"77280","2020-07-07 05:04:10","1","35","<probability><model-selection>","1","",""
"77285","2020-07-07 08:21:19","-1","3336","<numpy><tfidf><text-classification>","1","",""
"77286","2020-07-07 08:25:53","1","42","<clustering><interpretation>","1","","77290"
"77292","2020-07-07 09:50:25","2","173","<python><pandas><interpolation>","1","","77294"
"77295","2020-07-07 10:30:53","1","2351","<time-series><dataset><bigdata><data-science-model>","1","1","77300"
"77298","2020-07-07 10:38:12","3","1415","<machine-learning><regression><overfitting>","5","2","77306"
"77299","2020-07-07 11:09:18","2","84","<recommender-system><word2vec><lda><gensim><text-classification>","3","",""
"77302","2020-07-07 11:45:11","3","376","<r><decision-trees>","2","0",""
"77303","2020-07-07 12:03:12","2","157","<machine-learning><deep-learning><keras><rnn><gru>","0","",""
"77308","2020-07-07 13:09:11","2","260","<gradient-descent>","1","",""
"77309","2020-07-07 13:09:59","2","88","<machine-learning><neural-network><classification><dataset>","1","","77322"
"77312","2020-07-07 13:46:04","4","680","<feature-scaling><gbm>","1","","77314"
"77319","2020-07-07 14:43:03","0","26","<dataset><pandas><data><data-cleaning><supervised-learning>","1","",""
"77323","2020-07-07 16:19:39","2","95","<graphs><embeddings><graph-neural-network>","1","","87175"
"77324","2020-07-07 16:23:53","1","173","<machine-learning><k-means><matplotlib>","1","2",""
"77325","2020-07-07 17:40:10","1","28","<machine-learning><keras><training><loss-function>","2","",""
"77327","2020-07-07 17:56:53","2","703","<machine-learning><ensemble-modeling><text-classification>","2","1",""
"77330","2020-07-07 19:23:08","2","11","<dataset><computer-vision>","0","",""
"77331","2020-07-07 20:06:16","1","25","<clustering><distribution><variance>","1","1",""
"77335","2020-07-08 01:18:17","12","24501","<graphs><gaussian><rstudio><anaconda>","5","8",""
"77337","2020-07-08 02:38:17","0","16","<statistics><scoring><metaheuristics>","0","",""
"77338","2020-07-08 02:39:53","1","487","<neural-network><lstm><deep-learning>","1","",""
"77339","2020-07-08 03:02:45","2","102","<machine-learning><clustering><k-means>","1","",""
"77340","2020-07-08 03:18:35","0","500","<python><scikit-learn><regression><predictive-modeling>","0","",""
"77341","2020-07-08 03:23:21","1","49","<nlp><feature-selection><word-embeddings><word2vec>","1","",""
"77343","2020-07-08 06:17:41","2","1478","<machine-learning><deep-learning><keras><tensorflow><time-series>","1","","77345"
"77346","2020-07-08 07:37:39","1","32","<neural-network><training><loss-function>","1","",""
"77349","2020-07-08 08:55:41","2","917","<machine-learning><feature-engineering><categorical-data><categorical-encoding>","2","",""
"77350","2020-07-08 08:57:58","1","101","<logistic-regression>","1","","77363"
"77351","2020-07-08 09:08:27","2","46","<machine-learning><deep-learning><tensorflow>","1","","77360"
"77352","2020-07-08 09:31:39","9","8896","<pandas><jupyter><ipython>","3","1",""
"77353","2020-07-08 09:44:03","0","67","<python><regression><statistics><linear-regression><metric>","0","",""
"77357","2020-07-08 10:11:25","1","1689","<r>","1","",""
"77362","2020-07-08 11:17:26","1","39","<dataset><pandas>","0","",""
"77364","2020-07-08 12:15:23","0","64","<python><pandas><json>","1","","77400"
"77365","2020-07-08 12:24:07","1","23","<tensorflow><image-classification><image-preprocessing>","0","",""
"77366","2020-07-08 12:28:53","2","42","<neural-network><kernel>","1","",""
"77368","2020-07-08 12:56:56","1","878","<machine-learning><python><neural-network><keras>","1","",""
"77369","2020-07-08 13:05:38","3","34","<gan><embeddings><deep-learning><manifold>","1","1","77389"
"77372","2020-07-08 13:41:11","2","655","<tensorflow><map-reduce>","1","",""
"77373","2020-07-08 13:47:53","2","82","<logistic-regression><dummy-variables>","1","","77383"
"77375","2020-07-08 05:35:16","1","72","<machine-learning><tensorflow>","2","",""
"77378","2020-07-08 14:55:52","1","199","<r><decision-trees>","1","",""
"77382","2020-07-08 15:22:00","0","27","<loss-function><supervised-learning><implementation><code>","0","",""
"77390","2020-07-08 17:07:54","3","1106","<pytorch>","1","","77394"
"77391","2020-07-08 17:09:01","0","100","<machine-learning><python><neural-network><keras><tensorflow>","2","","77395"
"77397","2020-07-08 17:47:47","1","163","<machine-learning><regression><predictive-modeling>","1","0","77446"
"77399","2020-07-08 18:37:50","2","80","<python><r><statistics><correlation>","1","","77527"
"77404","2020-07-08 19:21:53","0","10","<nlp><feature-selection><feature-engineering>","1","",""
"77409","2020-07-08 22:22:30","0","22","<classification><random-forest><feature-extraction><dimensionality-reduction>","0","",""
"77411","2020-07-09 00:03:53","1","55","<classification><data-mining><clustering><pca>","1","",""
"77412","2020-07-09 00:25:10","3","658","<optimization><scipy>","0","",""
"77414","2020-07-09 01:38:13","0","57","<optimization>","0","",""
"77416","2020-07-09 03:30:49","1","24","<optimization><ranking>","1","","77418"
"77422","2020-07-09 07:20:00","10","729","<machine-learning><deep-learning><linear-regression><xgboost><data-product>","7","1",""
"77423","2020-07-09 10:50:48","1","34","<machine-learning><neural-network><tensorflow><image-classification><object-detection>","1","",""
"77424","2020-07-09 10:50:50","4","541","<machine-learning><decision-trees><xgboost><normalization><feature-scaling>","1","","77425"
"77429","2020-07-09 12:19:36","1","84","<python><confusion-matrix>","1","","77493"
"77430","2020-07-09 13:23:35","1","46","<machine-learning><predictive-modeling><training><data-science-model>","2","","77440"
"77433","2020-07-09 14:09:08","2","56","<python><neural-network><pytorch>","2","",""
"77434","2020-07-09 14:10:36","2","180","<dataset><data-cleaning><missing-data>","1","",""
"77439","2020-07-09 15:31:57","2","1676","<deep-learning><neural-network><cnn><convolution><convolutional-neural-network>","3","",""
"77443","2020-07-09 16:05:44","3","92","<deep-learning><tensorflow><pytorch><alex-net>","0","",""
"77445","2020-07-09 16:21:32","2","149","<python><xgboost><probability><grid-search><probability-calibration>","1","","77449"
"77448","2020-07-09 17:53:23","4","80","<machine-learning><evaluation><performance>","3","2",""
"77450","2020-07-09 19:16:31","1","407","<data-mining><k-nn><data-imputation>","2","",""
"77451","2020-07-09 19:44:35","5","200","<data-analysis><databases><data-engineering><etl>","2","",""
"77452","2020-07-09 19:49:04","1","75","<neural-network><classification><cnn><image-classification><python-3.x>","1","",""
"77455","2020-07-09 21:46:21","0","48","<deep-learning><classification><time-series><lstm>","1","","77488"
"77457","2020-07-09 22:22:43","1","18","<neural-network><image-segmentation><semantic-segmentation>","0","",""
"77462","2020-07-10 01:58:51","5","945","<data><python-3.x><one-hot-encoding>","1","1","77467"
"77463","2020-07-10 02:00:36","0","350","<python><pandas><json>","1","","77492"
"77464","2020-07-10 03:45:36","2","1129","<machine-learning><scikit-learn><clustering>","4","","77480"
"77465","2020-07-10 04:05:44","3","203","<machine-learning><gradient-descent>","1","1",""
"77469","2020-07-10 06:15:31","3","441","<machine-learning><deep-learning>","3","2","77487"
"77470","2020-07-10 06:22:19","1","111","<statistics><feature-scaling>","1","","77476"
"77471","2020-07-10 06:26:48","1","43","<python><nlp><r>","2","",""
"77472","2020-07-10 06:46:22","2","39","<machine-learning><k-means><tfidf><vector-space-models>","2","",""
"77473","2020-07-10 07:32:14","1","486","<keras><tensorflow><loss-function>","2","1","77475"
"77477","2020-07-10 08:55:46","1","20","<scikit-learn><regression><python-3.x><score>","0","",""
"77499","2020-07-10 12:43:49","1","125","<pandas><groupby>","1","","77505"
"77501","2020-07-10 12:59:08","2","661","<machine-learning-model><jupyter>","1","",""
"77504","2020-07-10 13:09:30","0","18","<graphs><historgram>","1","",""
"77506","2020-07-10 13:35:33","2","20","<deep-learning><lstm><rnn>","0","",""
"77507","2020-07-10 13:37:32","1","30","<machine-learning><computer-vision><image-recognition><object-detection><historgram>","0","",""
"77508","2020-07-10 13:37:41","2","40","<keras><tensorflow><pytorch><google-prediction-api><cloud>","1","",""
"77509","2020-07-10 14:05:23","1","122","<julia>","0","",""
"77510","2020-07-10 14:06:15","0","134","<machine-learning><data-mining><class-imbalance><f1score>","1","","77515"
"77511","2020-07-10 14:11:49","3","811","<correlation>","2","","77518"
"77512","2020-07-10 14:35:35","1","69","<machine-learning><cnn><loss-function><gradient>","1","",""
"77519","2020-07-10 16:13:10","0","12","<dataset><pandas><parameter-estimation><bootstraping>","0","",""
"77520","2020-07-10 16:18:44","2","129","<statistics><chi-square-test><hypothesis-testing>","1","1","78121"
"77525","2020-07-10 17:09:27","2","19","<machine-learning><xgboost><boosting><adaboost>","0","",""
"77526","2020-07-10 17:32:25","1","118","<python><orange><anaconda><orange3>","0","",""
"77529","2020-07-10 17:45:15","1","22","<nlp><language-model>","0","",""
"77530","2020-07-10 17:49:21","1","87","<machine-learning><clustering><k-means>","1","",""
"77534","2020-07-10 20:51:45","2","15034","<python><pandas><automatic-summarization><groupby>","1","","77543"
"77537","2020-07-10 22:56:15","2","155","<machine-learning><neural-network><optimization>","2","",""
"77541","2020-07-11 03:33:05","5","720","<deep-learning><nlp><openai-gpt>","1","1","77551"
"77542","2020-07-11 03:38:17","1","83","<deep-learning><gan><generative-models>","0","",""
"77544","2020-07-11 04:33:43","1","96","<neural-network><theory>","1","1",""
"77545","2020-07-11 05:38:21","2","99","<feature-selection>","2","1",""
"77546","2020-07-11 06:42:33","1","502","<keras><lstm><reshape>","2","",""
"77550","2020-07-11 08:54:03","2","73","<machine-learning><python><nlp><clustering><pca>","1","","77568"
"77552","2020-07-11 09:19:01","2","196","<theory>","0","1",""
"77553","2020-07-11 09:45:44","1","61","<deep-learning><keras><time-series><machine-learning-model>","0","",""
"77554","2020-07-11 10:03:38","1","57","<machine-learning><classification><performance><metric><roc>","2","",""
"77556","2020-07-11 10:56:32","1","41","<k-means><tfidf><vector-space-models>","1","",""
"77558","2020-07-11 12:59:51","1","329","<apache-spark><pyspark>","0","",""
"77566","2020-07-11 16:37:24","-1","106","<machine-learning><python><scikit-learn><dataset><text-classification>","1","",""
"77567","2020-07-11 18:11:52","0","70","<machine-learning><neural-network><keras><tensorflow><metric>","0","",""
"77569","2020-07-11 19:12:31","1","34","<machine-learning><clustering><anomaly-detection><gaussian>","0","",""
"77570","2020-07-11 19:52:40","0","233","<r><statistics><convergence>","1","",""
"77574","2020-07-11 21:05:25","-1","41","<machine-learning><classification><time-series><feature-engineering><supervised-learning>","1","","77575"
"77577","2020-07-12 01:19:32","3","114","<time-series><linear-regression><correlation>","1","",""
"77578","2020-07-12 01:48:59","0","165","<tensorflow><loss-function><multiclass-classification><pytorch><multilabel-classification>","1","",""
"77579","2020-07-12 06:02:31","1","1603","<deep-learning><cnn><pytorch><overfitting><regularization>","1","",""
"77582","2020-07-12 07:33:03","2","111","<deep-learning><lstm><rnn><sequence-to-sequence>","0","",""
"77583","2020-07-12 09:11:19","1","224","<time-series><random-forest><data-cleaning><prediction>","1","1",""
"77588","2020-07-12 11:33:30","2","537","<machine-learning><deep-learning><training><optimization>","1","",""
"77590","2020-07-12 11:40:23","1","72","<machine-learning><python><churn>","1","","77667"
"77592","2020-07-12 12:12:45","1","51","<image-classification><svm>","2","","77686"
"77595","2020-07-12 13:19:59","1","8723","<pandas><dataframe>","2","","77597"
"77605","2020-07-12 17:49:15","1","28","<unsupervised-learning><text-classification><semi-supervised-learning>","1","",""
"77606","2020-07-12 17:57:07","1","1403","<deep-learning><tensorflow>","3","","77621"
"77608","2020-07-12 20:29:07","2","100","<autoencoder><representation>","2","","77617"
"77609","2020-07-12 20:43:00","1","163","<machine-learning><sagemaker>","2","",""
"77610","2020-07-12 20:46:30","3","79","<aggregation><bootstraping><bagging>","0","1",""
"77612","2020-07-12 21:14:36","2","38","<python><optimization><implementation><parameter-estimation><parameter>","1","1",""
"77619","2020-07-12 23:16:11","1","482","<python><classification><keras><multiclass-classification><python-3.x>","1","",""
"77622","2020-07-13 03:12:23","4","115","<python><clustering><tsne><bayesian-nonparametric>","3","",""
"77623","2020-07-13 04:06:51","2","415","<classification><multiclass-classification><metric>","1","1","77628"
"77632","2020-07-13 09:42:01","0","73","<clustering>","1","","77655"
"77633","2020-07-13 10:00:07","2","434","<feature-engineering><feature-construction><features>","1","1",""
"77635","2020-07-13 10:25:45","1","758","<python><deep-learning><time-series><lstm>","1","2",""
"77636","2020-07-13 10:36:47","3","310","<classification><metric>","1","1","77649"
"77644","2020-07-13 11:43:34","4","2819","<python><pandas><preprocessing><numpy>","3","1","77646"
"77651","2020-07-13 14:10:38","2","165","<keras><lstm><pytorch><sequence><deep-learning>","1","","78328"
"77653","2020-07-13 15:01:55","1","128","<data-cleaning><preprocessing>","1","","77654"
"77657","2020-07-13 16:26:44","1","31","<machine-learning><neural-network><keras><cross-validation>","1","",""
"77658","2020-07-13 16:29:02","3","192","<scikit-learn><feature-selection>","1","",""
"77661","2020-07-13 17:52:30","1","231","<multiclass-classification><evaluation>","0","",""
"77662","2020-07-13 18:01:23","1","323","<neural-network><keras><overfitting>","2","","77774"
"77663","2020-07-13 19:05:12","1","665","<regression><decision-trees><data-science-model><collinearity>","1","","77666"
"77665","2020-07-13 19:30:36","0","31","<neural-network><nlp><pytorch><machine-translation>","1","",""
"77668","2020-07-13 20:30:58","5","1052","<classification><accuracy><confusion-matrix><f1score>","3","",""
"77669","2020-07-13 20:53:00","1","29","<deep-learning><keras><tensorflow><computer-vision>","1","",""
"77673","2020-07-13 21:28:10","2","74","<machine-learning><keras><tensorflow><machine-learning-model><multiclass-classification>","2","",""
"77679","2020-07-14 05:10:36","1","741","<deep-learning><scikit-learn><image-classification><image-preprocessing><mnist>","1","","77680"
"77684","2020-07-14 07:05:59","8","2049","<machine-learning><time-series><cross-validation>","5","7","79655"
"77685","2020-07-14 07:21:56","3","126","<machine-learning><explainable-ai>","2","","77783"
"77687","2020-07-14 07:43:01","0","102","<deep-learning><tensorflow><gpu><nvidia>","0","",""
"77688","2020-07-14 08:14:23","1","73","<time-series>","1","",""
"77691","2020-07-14 10:23:35","3","35","<machine-learning><xgboost><bias>","1","",""
"77693","2020-07-14 11:58:36","1","781","<python><pandas><time>","1","",""
"77696","2020-07-14 12:49:10","1","160","<time-series><dataset><training><data-leakage>","0","",""
"77698","2020-07-14 12:58:26","1","40","<machine-learning><python><dataset><regression><data-cleaning>","1","","77699"
"77701","2020-07-14 13:26:07","2","566","<tensorflow>","1","","77707"
"77703","2020-07-14 13:34:05","1","648","<scikit-learn><pipelines><one-hot-encoding>","1","",""
"77704","2020-07-14 13:34:53","1","194","<scikit-learn><categorical-data><correlation><kaggle>","2","","77716"
"77711","2020-07-14 15:02:21","1","346","<keras><tensorflow>","1","","77714"
"77717","2020-07-14 16:47:05","2","1572","<tensorflow><gpu>","3","",""
"77718","2020-07-14 17:16:45","1","207","<machine-learning><pytorch><learning-rate><torch>","0","",""
"77719","2020-07-14 17:37:14","1","329","<cnn><image-classification><object-detection><yolo><coursera>","1","1",""
"77720","2020-07-14 17:58:48","1","41","<python><keras><tensorflow><image-recognition><object-detection>","1","",""
"77730","2020-07-15 02:34:22","1","61","<keras><lstm><rnn><image>","0","",""
"77732","2020-07-15 03:12:40","2","55","<regression><confidence>","2","","77750"
"77735","2020-07-15 04:06:35","1","43","<visualization>","2","","86694"
"77736","2020-07-15 04:15:36","2","39","<machine-learning><decision-trees><xgboost><mathematics><natural-gradient-boosting>","1","1",""
"77737","2020-07-15 04:27:12","0","72","<r><unsupervised-learning><sentiment-analysis>","1","",""
"77738","2020-07-15 04:58:47","1","53","<random-forest><machine-learning-model><overfitting><regularization>","1","",""
"77742","2020-07-15 08:10:19","3","319","<machine-learning><classification><class-imbalance><cost-function>","2","1","77760"
"77743","2020-07-15 08:19:04","2","481","<python><scikit-learn><pipelines>","1","1","78174"
"77745","2020-07-15 09:34:25","4","413","<python><scikit-learn><feature-selection>","2","",""
